name,location,length,gain,highpoint,rating,description
Upper Stehekin Valley Road Trail,Central Cascades -- Entiat Mountains/Lake Chelan,"11.4 miles, one-way",1100,2400.0,0.00,"Once upon a time, the road in Stehekin extended all the way to Cottonwood Camp, more than ten miles further into the lush green valley. But strong river activity due to snowmelt and rain events washed the road out frequently, and for one final time in 2003. Now it's accessible by foot only, and many of the trails found along this route are some of your best chance for solitude in the state."
Taylor Mountain - Hermit Trail ,Issaquah Alps -- Taylor Mountain,"2.24 miles, one-way",750,1500.0,0.00,Wander through the eastern reaches of Taylor Mountain Forest.
Custer's Bridge - Middle Tiger Loop,Issaquah Alps -- Tiger Mountain,"11.0 miles, roundtrip",1600,2607.0,0.00,"Hike the forested Iverson Railroad Trail and the little-used middle section of the main Tiger Mountain Trail (TMT). Look in on the site of a 1925 logging train wreck. Continue on to remote Custer's Bridge, and return via a loop over Middle Tiger Mountain, including views south-side hikers miss."
Curlew Lake State Park - Curlew Lake Nature Trail,Eastern Washington -- Okanogan Highlands/Kettle River Range,"1.6 miles, roundtrip",160,2500.0,0.00,A small nature trail outside of Republic.
Dry Creek Falls,Southwest Washington -- Columbia River Gorge - OR,"4.6 miles, roundtrip",860,870.0,3.33,"The Pacific Crest Trail (PCT) runs from Mexico to the Canadian border through the Columbia Gorge. While it is well-known for traveling along the waterfall-filled Eagle Creek Trail, purists know that it is an alternate route; the actual trail runs a bit south closer to the Bridge of The Gods. Here, the PCT leads you to the secluded gem of Dry Creek Falls just a few miles away from the noise and bustle of I-84."
Crescent Beach Preserve,Puget Sound and Islands -- San Juan Islands,"1.5 miles, roundtrip",40,60.0,3.00,"Just outside the little town of Eastsound on Orcas Island is a sweet little beach that offers some nice rambling; the perfect place to walk off a meal, or simply take in low tide and the lovely animals that come with it."
Alta Mountain,Snoqualmie Region -- Snoqualmie Pass,"12.0 miles, roundtrip",3300,6151.0,4.68,"Alta Mountain is a rocky summit featuring 360 degree views of Rainier, Hibox, and the Chikamins. It can be done as a long day hike, but is more easily enjoyed as a side trip from an overnight at Lila Lake, Rampart Lakes, or even Rachel Lake."
Goat Creek,Mount Rainier Area -- Chinook Pass - Hwy 410,"9.8 miles, roundtrip",3400,6473.0,4.00,The Goat Creek trail ascends at a moderate pace from the Bumping River valley up to American Ridge and Goat Peak. The trail can be accessed via the Cougar Flat Campground.
Independence Ridge,South Cascades -- Mount St. Helens,"2.6 miles, roundtrip",40,4500.0,0.00,A connector trail in the Mount St. Helens area linking Independence Pass with the Boundary Trail. Views from here include Spirit Lake and the north side of the volcano.
Elk Bench,South Cascades -- Mount St. Helens,"2.0 miles, roundtrip",600,3100.0,0.00,This short trail is located near Coldwater Lake and connects visitors to the Science and Learning Center at Coldwater to the Lakes Trail and the Mount Margaret backcountry.
Palouse to Cascades Trail - Rattlesnake Lake,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",300,1100.0,2.91,"The Palouse to Cascades Trail in Iron Horse State Park provides access to notable North Bend hikes, views of mountains and waterfalls, and a journey back into Washington’s history. Take in the wildlife and cross soaring bridges as you make a level traverse from Rattlesnake Lake to Change and Hall Creeks 5.5 miles to the east."
Melakwa - Pratt Lake Traverse,Snoqualmie Region -- North Bend Area,"11.7 miles, roundtrip",2300,4700.0,0.00,"Take a thru-hike among some of the I-90 corridor's most iconic lakes. Make it a day hike, an overnight, or take as much time as you like and really explore the area."
Nisqually Vista Loop,Mount Rainier Area -- SW - Longmire/Paradise,"1.1 miles, roundtrip",200,5400.0,3.50,Follow the trails here to views of Mount Rainier's rocky Nisqually River valley and the much-receded Nisqually Glacier.
Tam O'Shanter - Viewpoint Open Space Trails,Puget Sound and Islands -- Seattle-Tacoma Area,"1.5 miles, roundtrip",150,320.0,0.00,"Hike easy forest trails connecting two adjoining urban parks. Appreciate the tall deciduous trees and some large conifers, plus ferns and small creeks. In season, look for forest wildflowers. Try to identify some of the wild birds, and enjoy the antics of the squirrels that always are present."
Grand Ridge Park - Water Tower Loop,Issaquah Alps,"3.3 miles, roundtrip",283,1175.0,3.40,"Perched high on a hill in the Issaquah Highlands, Grand Ridge Park offers hiking opportunities for both residents of the neighborhood and visitors."
Taylor Mountain - Boot Trail,Issaquah Alps -- Taylor Mountain,"4.5 miles, roundtrip",200,950.0,0.00,"On the south side of Taylor Mountain, this trail gains a couple hundred feet as it curves through the forest above Carey Creek."
Taylor Mountain - Sherwood Trail,Issaquah Alps -- Taylor Mountain,"5.0 miles, roundtrip",250,1250.0,0.00,"Starting out along Carey Creek, the Sherwood Trail climbs to a high point on the eastern edge of Taylor Mountain."
Taylor Mountain - Mount Beaver Trail,Issaquah Alps -- Taylor Mountain,"1.84 miles, one-way",150,800.0,0.00,Wander along this forested slope above Carey Creek in the southern portion of the Taylor Mountain Forest.
Taylor Mountain - Holder Ridge Trail,Issaquah Alps -- Taylor Mountain,"1.57 miles, one-way",425,900.0,2.00,Cross over two small creeks as you make your way up and over Holder Ridge.
Burfoot Park,Olympic Peninsula -- Olympia,3.0 miles of trails,150,200.0,3.33,"A charming little escape on Budd Inlet, just north of the City of Olympia."
Monte Carlo via Middle Fork Camp,South Cascades -- Mount Adams Area,"6.3 miles, roundtrip",1860,4040.0,0.00,"The Monte Cristo Range just north of Willard offers quiet forest, and miles of solitary rambling. There are a myriad of ways to access this trail network, including this one, which starts in the middle of the mountains."
Mount Spokane State Park - Snowshoe Summit Route,Eastern Washington -- Spokane Area/Coeur d'Alene,"4.0 miles, roundtrip",1328,5883.0,0.00,This winter-only summit route is a straight shot from Bald Knob Campground to the summit of Mount Spokane.
Longmire to Paradise,Mount Rainier Area -- SW - Longmire/Paradise,"12.0 miles, roundtrip",2700,3600.0,4.25,Hike on the Wonderland Trail to three waterfalls on the Paradise River.
Squak Mountain Traverse,Issaquah Alps -- Squak Mountain,"7.8 miles, one-way",1650,2025.0,0.00,"Cross one of the three major peaks in the Issaquah Alps. You'll see forest, an historic fireplace, and, if you use Trailhead Direct to do this hike, you won't have to look for parking!"
Columbia Mountain,Eastern Washington -- Okanogan Highlands/Kettle River Range,"5.4 miles, roundtrip",3348,6565.0,0.00,"One of the most popular hikes on the Colville National Forest is the short but challenging hike to the summit of Columbia Mountain, where vistas of surrounding mountains, wildflowers and one of the oldest fire lookouts in the state await you."
Pacific Northwest Trail - Pasayten Traverse,North Cascades -- Pasayten,"119.0 miles, one-way",21071,7490.0,0.00,This 119-mile section of the 1200-mile Pacific Northwest Trail traverses the entirety of the Pasayten Wilderness.
Wallula Gap - East,Eastern Washington -- Palouse and Blue Mountains,3.5 miles of trails,428,783.0,0.00,These trails provide a multitude of multi-season hikes of varying difficultly. The reward is great views of the Columbia River and the geology of Wallula Gap from the east side of the river.
Salmon Creek Ravine Park,Puget Sound and Islands -- Seattle-Tacoma Area,5.0 miles of trails,800,410.0,2.50,"Salmon Creek Ravine Park in Burien, located a few blocks north of Seahurst Park, is a large, minimally developed park centered on the drainage of Salmon Creek and its small tributaries. The area is forested and has some very large maples and alders, interspersed with Douglas fir, red cedar and madrone."
Dusty Lake,Central Washington -- Potholes Region,"6.0 miles, roundtrip",350,1000.0,3.50,"One of the Quincy Lakes, Dusty Lake is further in the backcountry, making for a good long day hike or an overnight."
Iron Peak Loop,Snoqualmie Region -- Salmon La Sac/Teanaway,"14.5 miles, roundtrip",3600,6387.0,3.55,"A strenuous loop hike in the Teanaway area of Washington. Cross two mountain passes, hike alongside of a creek, and climb, climb, climb to some excellent views."
Domke Mountain,Central Cascades -- Entiat Mountains/Lake Chelan,"7.2 miles, roundtrip",3500,4067.0,0.00,The Domke Mountain trail was badly damaged by the Wolverine Fire in 2015. WTA crews have aided in fire recovery and a re-route of the trail. This steep hike along mountain summits will take you past wildflowers and beautiful views.
Iron Peak,Snoqualmie Region -- Salmon La Sac/Teanaway,"7.6 miles, roundtrip",2360,6160.0,4.22,"Get a great workout and some incredible views on this steep, dry trail in the Teanaway."
Augspurger Mountain - North,Southwest Washington -- Columbia River Gorge - WA,"2.8 miles, roundtrip",1100,3667.0,3.00,"Find incredible spring wildflowers and one of the best ridge hikes in the Gorge; just be prepared for a difficult drive to get there. While Dog Mountain to the south is crowded, you’ll have these sweeping vistas to yourself. WTA volunteers are taking on a major trail restoration effort to be completed in 2015."
Plains of Abraham - Windy Pass Loop,South Cascades -- Mount St. Helens,"9.0 miles, roundtrip",2000,4850.0,5.00,"Hike a challenging loop outside of the Windy Ridge area of Mount St. Helens, including a route-finding scramble to the pass. For your efforts, you’re rewarded with expansive, ever-changing views of one of the world’s most dynamic landscapes."
Cape Disappointment State Park - McKenzie Head,Southwest Washington -- Long Beach Area,"0.4 miles, roundtrip",200,200.0,0.00,Take a short hike near the campgrounds at Cape Disappointment State Park to gorgeous views of the mighty Pacific Ocean and the Columbia River.
Badger Mountain - Canyon Trail,Central Washington -- Tri-Cities,"3.25 miles, roundtrip",1195,1579.0,3.92,"This mountain just outside the town of Richland is nice place for locals and visitors to recreate, with several trails for hiking, biking and equestrian. Views extend in every direction and include mountains as well as agricultural fields."
Military Road,Issaquah Alps -- Cougar Mountain,"1.4 miles, roundtrip",410,1050.0,2.75,See colorful wildflowers in the warmer months and changing leaves in the fall on the Military Road Trail. This 0.7 mile section of trail goes from the Red Town Trailhead to the Cougar Mountain Park boundary at Clay Pit Road
Tumwater Botanical Area,Central Cascades -- Leavenworth Area,"2.0 miles, roundtrip",600,2268.0,5.00,"This is a protected area with no official trails in it. Visitors are encouraged to tread lightly here, since it is a habitat with fragile plants."
Candy Mountain Trail,Central Washington -- Tri-Cities,"3.6 miles, roundtrip",555,1383.0,5.00,"In 2016, the Friends of Badger Mountain bought 195 acres of land on Candy Mountain overlooking the Tri Cities area. The trail here, built by more than 240 volunteers and officially opened in June of 2017 nicely complements the trail network at Badger Mountain across the road. Between the two preserves, Friends of Badger Mountain has provided some of the best close-in hiking options in the Tri-Cities area."
Scotchman Peak,Eastern Washington -- Selkirk Range,"7.0 miles, roundtrip",3730,7009.0,5.00,"Located above Clark Fork, Idaho, visitors earn the fantastic views of Lake Pend Oreille by gaining nearly 3,730 feet of elevation in a seven mile roundtrip hike."
